CaseID	CrashDate	CrashTime	VehicleCount	TruckCount	CarCount	NonMotoristCount	CrashType	CrashPARSevCode	CrashRESSevCode	Summary	Day	CollisionType	Treatment	OCCFatality	CRAAlcohol	AnyDrugsCrash	PSU	PSUStrata	RATWeight
816004806	2002-02-01	05:15	2	1	1	0	VEHICLE/VEHICLE -+- ANGLE	4	4	This crash occurred in the morning at 0515 hours on a divided four-lane State highway with depressed median strip without traffic barrier and two lanes in each direction. This highway intersected with a two-lane local Township roadway with stop signs for	6	47	4	1	2	2	73	5	60.371
816004821	2002-03-01	12:01	2	1	1	0	VEHICLE/VEHICLE -+- ANGLE	4	4	This fatal crash occurred in the westbound travel lanes of a four-lane divided interstate highway at 1201 hours.  Westbound travel is comprised of two asphalt travel lanes bordered by asphalt shoulders with rumble strips.  A center cement Jersey barrier t	6	30	0	1	2	1	73	5	60.371
816004861	2002-03-01	05:48	2	1	1	0	VEHICLE/VEHICLE -+- ANGLE	4	4	This fatal crash occurred on a level two-lane, two-way roadway with no overhead lighting at 0548 hours on a Wednesday morning.  The weather conditions were clear and the roadway was dry.  The posted speed limit on the roadway was 56 KmPH, or 35 MPH.    Ve	4	54	0	1	1	2	73	5	60.371
816004901	2002-03-01	01:20	3	2	1	0	MULTI VEHICLE -+- MULTI IMPACTS	3	3	Vehicle one was a 2000 Nissan Altima 4-door sedan occupied by a driver only. Vehicle one was traveling in the first lane of a six-lane divided Interstate highway with a positive barrier in the center divide and a positive barrier on the right of the hazar	5	32	3	0	2	2	73	5	195.635
816004902	2002-03-01	01:10	5	5	0	0	Multi-vehicle -+- MULTI IMPACT	4	4	This five vehicle rear-end crash occurred at 0110 hours on a lighted urban interstate freeway and involved five large trucks. This was an eight lane interstate with four travel lanes in each direction divided by a concrete Jersey barrier.  Four of the lar	5	64	4	2	2	1	73	5	60.371
816004941	2002-03-01	03:05	3	2	1	0	Multi-vehicle -+- Rear end	4	4	This crash occurred in the morning at 0305 hours on a divided eight-lane interstate with four lanes in each direction. The posted speed limit on the interstate was 89 KmPH (e.g. 55 mph). Vehicle one is a 2002 Chevrolet/General Motors, full-size, 1-ton C-3	4	55	4	1	1	2	73	5	60.371
816005021	2002-04-01	15:31	2	1	1	0	VEHICLE/VEHICLE -+- REAR END	3	3	This crash occurred in the gore area of a two-lane on-ramp prior to merging with three eastbound travel lanes of an urban interstate.  The crash occurred at 1530 hours in daylight, the sky was clear and the asphalt roadway was dry.   Vehicle one is a 2001	3	47	3	0	2	2	73	5	0
816005022	2002-04-01	09:40	2	1	1	0	VEHICLE/VEHICLE -+- ANGLE	2	2	The crash occurred during morning daylight hours and the asphalt road surface was dry.  The urban area collision occurred in an intersection that is controlled by traffic control signals (on colors).   Vehicle one is a 1993 Pontiac Bonneville with a curb	4	30	4	0	2	1	73	5	356.366
816005042	2002-04-01	01:24	1	1	0	0	VEHICLE -+- ROLLOVER	2	2	This single vehicle incident occurred at 0124 hours on a divided urban unlit interstate highway that was under construction at the time. Due to the construction, there was an advisory speed of 72 kmph, or 45 mph posted. Although it was not raining the roa	2	57	4	0	9	2	73	5	356.366
816005101	2002-04-01	03:52	5	5	0	0	Multi Vehicle -+- Multi Impact	2	2	A five-vehicle collision occurred at approximately 0350 hours on a weekday in the three eastbound travel lanes of a divided interstate freeway. All five vehicles were heavy trucks. All five vehicles were traveling eastbound in the right/number-one. The we	6	64	4	0	2	1	73	5	356.366
816005121	2002-05-01	13:25	4	4	0	0	MULTI VEHICLE -+- REAR END	0	2	A four-vehicle collision occurred at 1325 hours on a divided six-lane interstate.  The collision occurred in the westbound travel lanes.  Paved shoulders border both sides of these three travel lanes.  A concrete median barrier divides these lanes from th	5	63	9	0	9	2	73	5	356.366
816005261	2002-06-01	14:42	2	1	1	0	VEHICLE/VEHICLE -+- HEAD ON	4	3	This crash occurred in the afternoon at 1442 hours on a two lane US Highway with one lane in each direction east and west. The posted speed limit is 80Kmph (e.g. 50MPH).  Roadway surface conditions were dry and there were no adverse weather conditions.  V	3	54	3	2	2	2	73	5	195.635
816005262	2002-06-01	04:05	2	1	1	0	VEHICLE/VEHICLE -+- ANGLE	4	4	This crash occurred in the morning at 0405 hours on a four-lane, divided highway US Highway without a positive barrier with two lanes in each direction. There was a slightly depressed grass median between the two directions of travel.  The posted speed li	5	54	2	1	1	1	73	5	60.371
816005321	2002-06-01	00:31	3	1	2	0	Multi-vehicle/multi-event -+- Rearend	3	3	This three-vehicle crash occurred on a straight and level three lane interstate roadway.  This crash occurred within an interchange area and was in the area of the off ramp, but the crash occurred on the through lanes.  A center concrete barrier divides t	5	38	3	0	1	2	73	5	195.635
816005341	2002-06-01	10:45	2	2	0	0	Vehicle to Vehicle -+- Angle/sideswipe	2	2	A two-vehicle crash occurred on undivided three-lane, one-way U.S. highway in a commercial business area at approximately 1045 hours.   This road has many private drives that meet the roadway.  The road was level with curbs on both sides.  The speed limit	6	60	4	0	2	1	73	5	356.366
816005445	2002-08-01	06:13	2	1	1	0	VEHICLE/VEHICLE -+- ANGLE/SIDESWIPE	4	4	This crash occurred in morning at 0613 hours on a divided six-lane urban interstate with three lanes in each direction. The posted speed limit on the interstate was 89 KmPH (e.g. 55MPH).   There were no adverse weather conditions at this time.  Vehicle on	7	54	0	1	2	1	73	5	60.371
816005521	2002-08-01	13:00	2	1	1	0	VEHICLE/VEHICLE -+- ANGLE	4	4	A two-vehicle crash occurred at approximately 1300 hours on a Friday afternoon.  The crash location was a rural divided freeway with two travel lanes in each direction. Roadway shoulders have paved rumble strips adjacent to the travel lanes. Dividing the	6	30	4	1	1	1	73	5	60.371
816005585	2002-09-01	21:09	3	1	2	0	Multi-vehicle -+- multi impacts	4	4	This three-vehicle nighttime crash occurred at 2107 hours on a rural, four-lane US Route roadway that had a center painted paved area that separated the north/south travel lanes.  The width of this center strip was just one meter wide, so by coding conven	6	28	3	1	1	1	73	5	60.371
816005606	2002-09-01	07:50	3	2	1	0	Multi-vehicle/Multi-event -+- Rear-end	4	4	A three-vehicle crash occurred on an urban six-lane interstate freeway just before 0800 hours.  This freeway is divided with a concrete barrier, with three lanes in either direction.  This crash occurred on the westbound lanes.  The westbound lanes consis	3	48	3	1	2	1	73	5	60.371
816005681	2002-10-01	05:25	2	2	0	0	Vehicle to vehicle -+- Rear-end	0	2	A two-vehicle crash occurred on a seven-lane urban divided Interstate freeway before sunrise with dark skies.  The crash occurred on the eastbound travel lanes, which are comprised of three through lanes and one exit only lane.  Due to the exit lane, this	5	60	0	0	2	2	73	5	356.366
816006081	2003-02-01	06:23	3	1	2	0	Multi-vehicle -+- Angle/sideswipe	4	4	This crash occurred at dawn on four-lane highway divided by a grass center median without positive barrier.  The time of day was between 0600 to 0630 hours.  This roadway is straight with less than a 1% grade and does not have any overhead lighting.  Ther	2	51	4	1	2	1	73	5	60.371
816006105	2003-03-01	04:04	2	1	1	0	Vehicle to vehicle -+- Rear end	2	3	A two-vehicle crash occurred on a six lane divided urban interstate at nighttime hours with overhead lighting.  This interstate is divided with a concrete barrier with three-lanes running in either direction.  The roadway has inner and outer shoulders wit	2	30	3	0	1	2	73	5	195.635
816006121	2003-03-01	04:15	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	3	3	This crash occurred during winter months in the four westbound lanes on a divided interstate with positive barrier.  There is also a merging lane from an entrance ramp prior to the crash location.    In the north shoulder area adjacent to the number-one t	5	54	3	0	2	1	73	5	195.635
816006201	2003-03-01	04:40	1	1	0	0	Vehicle to Object(s) -+- Rollover	2	2	A single vehicle crash occurred on a one-lane entrance ramp that merges onto a six-lane urban interstate divided with a concrete barrier wall.  The roadway was constructed of asphalt and was level. The one-way entrance ramp curves right before merging wit	7	57	4	0	2	1	73	5	356.366
816006281	2003-04-01	11:09	4	3	1	0	Multi-vehicle -+- Rear end	3	3	A collision involving four vehicles occurred on a four-lane divided highway without positive barrier.  Only the northbound travel lanes were involved of which there were two.  There is an inner and outer berm on the north and southbound sides of the highw	5	49	3	0	2	2	73	5	195.635
817003568	2001-01-01	17:44	2	1	1	0	Tractor Trailer/Car -+- Head on	2	2	The crash occurred at dusk on an unlighted two-lane local urban east/west roadway which intersected with a like north/south roadway.  There were no traffic controls for east/west traffic; however there were stop signs posted for the north/south roadway.	4	30	4	0	2	2	74	4	0
817003629	2001-02-01	13:22	3	2	1	0	Multi-vehicles -+- Multi Impacts	4	4	This crash occurred on a concrete 8-lane interstate divided by a cement Jersey barrier in the early afternoon.  The roadway was slightly curved to the left and the center Jersey barrier was covered with snow and ice halfway up the barrier.  There was a li	4	32	2	1	2	1	74	4	0
817003708	2001-02-01	18:15	2	1	1	0	Vehicle / Vehicle -+- Angle/sideswipe	3	3	This crash occurred at 1815 hours on a Tuesday. The roadway was a ten lane divided interstate freeway with five lanes in each direction. The posted speed limit was 97 KmPH (e.g. 60 MPH) and the roadway was icy with ice and snow build up on shoulders, and	3	30	3	0	2	1	74	4	0
817003733	2001-03-01	10:25	1	1	0	0	SINGLE VEHICLE -+- ROLLOVER	3	2	A single vehicle roll over crash occurred on a two lane, two way, undivided asphalt roadway on a rural collector county road.  Sod shoulders border both sides of the roadway.  The road is level and curves to the left for eastbound traffic.  The speed limi	2	57	4	0	2	2	74	4	0
817003748	2001-03-01	10:50	1	1	0	0	Single Tractor-trailer -+- Rollover	3	2	A single vehicle rollover incident occurred at the Tee intersection of a state highway and a US highway.  The state highway runs north/south and forms the bottom leg of the intersection with a stop sign for westbound traffic.  Both highways are two-way, t	2	57	4	0	2	1	74	4	0
817003812	2001-03-01	12:28	2	1	1	0	Vehicle to Vehicle -+- Angle/sideswipe	2	2	A two-vehicle crash occurred at an intersection of two municipal roads controlled by a traffic control signal.  The north/south roadway had two, asphalt travel lanes separated by a double yellow painted line.  This roadway was straight, level and was dry.	2	30	4	0	2	2	74	4	0
817003848	2001-04-01	15:40	3	1	2	0	MULTI VEHICLES -+- MULTI IMPACTS	3	3	A three-vehicle crash occurred at a signalized intersection on a Monday at 1540 hours.  It involved a vehicle attempting a left turn in front of a truck and was struck on the right side.  The vehicle then struck another vehicle that was stopped at the int	2	46	4	0	2	1	74	4	18.891
817003873	2001-04-01	10:50	2	1	1	0	Mulit-vehicle/multi-object -+- Angle	1	2	A two-vehicle crash occurred on an east/west divided interstate. Near the crash location, the six eastbound lanes meet a junction and splits into two three-lane sections.  The crash took place on the east-running, northbound section.  The westbound travel	5	30	4	0	2	1	74	4	34.412
817003912	2001-04-01	09:20	2	1	1	0	Vehicle to Vehicle -+- Angle/sideswipe	3	3	A two-vehicle crash occurred at the intersection of two two-lane traffic ways.  This intersection is in open farm country and the visibility is excellent at the intersection.  The east-west road is controlled by a stop sign; the north-south road has no tr	5	30	3	0	2	1	74	4	18.891
817003933	2001-04-01	15:10	1	1	0	0	Vehicle to Object -+- Rollover	2	2	A single-vehicle crash occurred on a rural four-lane state highway.  This roadway has two lanes in either direction and is divided by a raised grass median.  In the southbound direction of travel the roadway is curved to the left with a 1,228-meter (374-f	6	57	4	0	2	1	74	4	34.412
817003988	2001-05-01	08:25	1	1	0	0	Vehicle to Object(s) -+- Object off road	2	2	A single-vehicle crash occurred on a straight and level, undivided two-lane urban road.  The road does have a downward slope prior to the crash area.  There are no shoulders on either side of the road, but there is a guardrail on the north side.  Just pri	4	57	4	0	2	2	74	4	34.412
817004028	2001-05-01	14:48	2	1	1	0	MULTI VEHICLE -+- ANGLE	2	2	At approximately 1500 hours, a two-vehicle crash occurred at a rural, 3-leg Tee intersection.  The north/south leg of the intersection was controlled by a stop sign at the intersection.  The east/west legs of the intersection had no traffic controls with	5	30	4	0	9	1	74	4	34.412
817004108	2001-06-01	08:43	2	1	1	0	Vehicle to vehicle -+- Sideswipe	1	2	This crash occurred in mid-June at approximately 0900 hrs.  The roadway is a straight, two-lane, east/west running local road that has a downward slope in the westbound direction.  West of the crash scene, there is an intersection with a U-turn type confi	3	54	4	0	2	1	74	4	34.412
817004268	2001-07-01	15:45	4	2	2	0	Multi-vehicle -+- Rear-End	1	2	A four-vehicle rear-end crash occurred at the end of July at approximately 1400 hrs.  The crash area took place just east of an intersection that is comprised of a four-lane, straight and level, divided, westbound state highway.  The north side of the roa	2	24	4	0	2	1	74	4	34.412
817004368	2001-09-01	08:53	2	1	0	0	Vehicle to Vehicle -+- Angle	4	4	A two-vehicle crash occurred at approximately 0900 hours in a rural intersection of a four-lane east/west running roadway and a two-lane north/south running roadway.  For eastbound traffic there is a long downhill before the intersection but it is straigh	7	58	4	0	9	1	74	4	5.83
